semana,fecha_inicio_semana,trimestre,programa,genero,canal,horario,franja_horaria,temporada,episodio,rating,share_pct,audiencia_millones,rating_azteca,rating_canal5,demo_18_34_pct,demo_35_54_pct,demo_55plus_pct
18,2024-04-29,Q2,Hoy,Magazine,Las Estrellas,09:00,Matutino,2,5,4.84,49.27,6.72,2.98,1.53,22.5,35.0,42.5
18,2024-04-29,Q2,Netas Divinas,Talk Show,Unicable,21:00,Prime Time,2,5,3.4,27.33,5.21,6.52,1.98,29.3,28.8,41.9
18,2024-04-29,Q2,Exatlón México,Reality,TUDN,19:30,Prime Time,2,5,6.8,40.61,9.31,6.06,2.5,23.4,34.1,42.5
18,2024-04-29,Q2,Vencer el Pasado,Telenovela,Las Estrellas,21:30,Prime Time,2,5,7.12,43.1,9.06,5.51,2.09,35.6,27.5,36.9
18,2024-04-29,Q2,Al Extremo,Entretenimiento,Las Estrellas,23:00,Late Night,2,5,2.67,45.17,3.69,1.49,1.04,22.2,25.4,52.4
18,2024-04-29,Q2,Noticieros Televisa,Noticias,Las Estrellas,22:30,Late Night,2,5,5.74,63.96,7.55,1.92,0.94,31.5,38.6,29.9
18,2024-04-29,Q2,Me Caigo de Risa,Comedia,Las Estrellas,20:30,Prime Time,2,5,6.76,40.11,8.98,6.04,2.32,27.9,35.7,36.4
18,2024-04-29,Q2,Fútbol Total,Deportes,TUDN,21:00,Prime Time,2,5,5.85,36.78,8.32,6.27,2.38,31.8,37.5,30.7
18,2024-04-29,Q2,Diseñando Tu Amor,Telenovela,Las Estrellas,18:00,Vespertino,2,5,4.42,50.02,6.03,3.28,0.94,22.0,36.6,41.4
19,2024-05-06,Q2,La Rosa de Guadalupe,Drama,Las Estrellas,20:00,Prime Time,2,6,8.16,45.94,11.03,6.31,2.14,35.9,33.5,30.6
19,2024-05-06,Q2,Hoy,Magazine,Las Estrellas,09:00,Matutino,2,6,5.02,51.54,7.08,3.46,1.83,26.9,31.4,41.7
19,2024-05-06,Q2,Netas Divinas,Talk Show,Unicable,21:00,Prime Time,2,6,3.37,25.38,4.65,6.43,2.08,21.4,34.7,43.9
19,2024-05-06,Q2,Exatlón México,Reality,TUDN,19:30,Prime Time,2,6,6.76,40.09,9.2,5.62,2.14,37.0,37.3,25.7
19,2024-05-06,Q2,Vencer el Pasado,Telenovela,Las Estrellas,21:30,Prime Time,2,6,7.49,44.65,10.16,5.52,2.34,28.7,30.4,40.9
19,2024-05-06,Q2,Al Extremo,Entretenimiento,Las Estrellas,23:00,Late Night,2,6,1.68,34.28,2.42,2.13,0.79,34.1,31.5,34.4
19,2024-05-06,Q2,Noticieros Televisa,Noticias,Las Estrellas,22:30,Late Night,2,6,4.82,52.05,5.93,0.62,0.89,32.3,38.8,28.9
19,2024-05-06,Q2,Me Caigo de Risa,Comedia,Las Estrellas,20:30,Prime Time,2,6,6.06,39.48,8.46,5.9,1.99,29.3,37.4,33.3
19,2024-05-06,Q2,Fútbol Total,Deportes,TUDN,21:00,Prime Time,2,6,5.42,34.62,7.58,5.76,2.47,26.4,28.7,44.9
19,2024-05-06,Q2,Diseñando Tu Amor,Telenovela,Las Estrellas,18:00,Vespertino,2,6,3.9,51.07,4.99,2.78,1.15,25.6,31.8,42.6
20,2024-05-13,Q2,La Rosa de Guadalupe,Drama,Las Estrellas,20:00,Prime Time,2,7,8.28,45.35,10.68,6.38,2.08,31.4,35.0,33.6
20,2024-05-13,Q2,Hoy,Magazine,Las Estrellas,09:00,Matutino,2,7,5.53,49.81,7.65,3.43,1.49,20.6,37.8,41.6
20,2024-05-13,Q2,Netas Divinas,Talk Show,Unicable,21:00,Prime Time,2,7,3.53,25.22,4.84,6.08,2.08,29.8,30.3,39.9
20,2024-05-13,Q2,Exatlón México,Reality,TUDN,19:30,Prime Time,2,7,7.36,43.75,10.66,5.78,1.81,26.8,38.2,35.0
20,2024-05-13,Q2,Vencer el Pasado,Telenovela,Las Estrellas,21:30,Prime Time,2,7,7.48,44.16,10.43,5.54,2.01,31.1,32.7,36.2
20,2024-05-13,Q2,Al Extremo,Entretenimiento,Las Estrellas,23:00,Late Night,2,7,1.49,31.28,1.04,0.87,0.95,21.7,35.8,42.5
20,2024-05-13,Q2,Noticieros Televisa,Noticias,Las Estrellas,22:30,Late Night,2,7,5.23,58.48,6.67,1.48,0.8,31.1,28.6,40.3
20,2024-05-13,Q2,Me Caigo de Risa,Comedia,Las Estrellas,20:30,Prime Time,2,7,5.87,35.75,8.28,5.71,2.11,32.9,32.4,34.7
20,2024-05-13,Q2,Fútbol Total,Deportes,TUDN,21:00,Prime Time,2,7,5.65,39.16,7.53,5.53,1.9,21.9,28.3,49.8
20,2024-05-13,Q2,Diseñando Tu Amor,Telenovela,Las Estrellas,18:00,Vespertino,2,7,4.13,43.34,5.83,2.57,1.21,26.1,33.7,40.2
21,2024-05-20,Q2,La Rosa de Guadalupe,Drama,Las Estrellas,20:00,Prime Time,2,8,8.78,46.11,11.88,5.54,2.24,31.1,30.2,38.7
21,2024-05-20,Q2,Hoy,Magazine,Las Estrellas,09:00,Matutino,2,8,5.32,47.64,7.44,3.62,1.29,27.0,31.8,41.2
21,2024-05-20,Q2,Netas Divinas,Talk Show,Unicable,21:00,Prime Time,2,8,3.86,28.05,6.04,5.52,2.45,25.0,26.8,48.2
21,2024-05-20,Q2,Exatlón México,Reality,TUDN,19:30,Prime Time,2,8,6.72,41.5,8.88,5.67,2.18,26.3,36.1,37.6
21,2024-05-20,Q2,Vencer el Pasado,Telenovela,Las Estrellas,21:30,Prime Time,2,8,7.31,43.45,9.86,6.66,2.45,23.8,36.1,40.1
21,2024-05-20,Q2,Al Extremo,Entretenimiento,Las Estrellas,23:00,Late Night,2,8,2.27,39.21,3.11,1.75,0.6,34.5,39.6,25.9
21,2024-05-20,Q2,Noticieros Televisa,Noticias,Las Estrellas,22:30,Late Night,2,8,4.92,64.86,6.8,1.76,0.7,39.6,37.5,22.9
21,2024-05-20,Q2,Me Caigo de Risa,Comedia,Las Estrellas,20:30,Prime Time,2,8,6.69,42.14,8.45,5.89,2.31,24.5,27.7,47.8
21,2024-05-20,Q2,Fútbol Total,Deportes,TUDN,21:00,Prime Time,2,8,6.09,38.89,8.65,5.78,2.07,34.2,26.9,38.9
21,2024-05-20,Q2,Diseñando Tu Amor,Telenovela,Las Estrellas,18:00,Vespertino,2,8,4.48,48.14,5.42,3.39,1.38,39.5,33.3,27.2
22,2024-05-27,Q2,La Rosa de Guadalupe,Drama,Las Estrellas,20:00,Prime Time,2,9,7.84,43.95,10.78,5.9,1.99,32.8,36.3,30.9
22,2024-05-27,Q2,Hoy,Magazine,Las Estrellas,09:00,Matutino,2,9,4.79,47.07,6.94,3.42,1.33,37.5,33.6,28.9
22,2024-05-27,Q2,Netas Divinas,Talk Show,Unicable,21:00,Prime Time,2,9,3.7,30.64,5.45,5.1,2.03,29.6,30.1,40.3
22,2024-05-27,Q2,Exatlón México,Reality,TUDN,19:30,Prime Time,2,9,6.32,40.85,9.0,5.61,2.17,25.0,37.9,37.1
22,2024-05-27,Q2,Vencer el Pasado,Telenovela,Las Estrellas,21:30,Prime Time,2,9,7.13,41.53,9.66,5.29,2.3,36.4,31.0,32.6
22,2024-05-27,Q2,Al Extremo,Entretenimiento,Las Estrellas,23:00,Late Night,2,9,1.91,41.24,2.41,2.1,0.97,31.5,35.3,33.2
22,2024-05-27,Q2,Noticieros Televisa,Noticias,Las Estrellas,22:30,Late Night,2,9,4.69,58.51,6.2,2.33,0.88,23.0,33.4,43.6
22,2024-05-27,Q2,Me Caigo de Risa,Comedia,Las Estrellas,20:30,Prime Time,2,9,6.36,38.14,8.68,5.7,2.06,21.7,28.7,49.6
22,2024-05-27,Q2,Fútbol Total,Deportes,TUDN,21:00,Prime Time,2,9,5.8,37.22,8.12,5.82,2.25,32.1,36.9,31.0
22,2024-05-27,Q2,Diseñando Tu Amor,Telenovela,Las Estrellas,18:00,Vespertino,2,9,4.19,48.0,4.86,3.17,1.17,35.5,30.7,33.8
23,2024-06-03,Q2,La Rosa de Guadalupe,Drama,Las Estrellas,20:00,Prime Time,2,10,8.68,50.96,12.55,5.74,2.32,25.9,33.8,40.3
23,2024-06-03,Q2,Hoy,Magazine,Las Estrellas,09:00,Matutino,2,10,4.9,46.2,6.19,2.95,1.78,26.1,34.3,39.6
23,2024-06-03,Q2,Netas Divinas,Talk Show,Unicable,21:00,Prime Time,2,10,3.27,24.81,4.76,6.0,2.13,39.0,28.1,32.9
23,2024-06-03,Q2,Exatlón México,Reality,TUDN,19:30,Prime Time,2,10,6.76,38.06,9.1,5.88,2.31,25.3,26.2,48.5
23,2024-06-03,Q2,Vencer el Pasado,Telenovela,Las Estrellas,21:30,Prime Time,2,10,7.47,41.82,10.34,5.34,2.43,23.5,26.1,50.4
23,2024-06-03,Q2,Al Extremo,Entretenimiento,Las Estrellas,23:00,Late Night,2,10,1.71,31.9,2.01,1.47,0.87,28.2,35.3,36.5
23,2024-06-03,Q2,Noticieros Televisa,Noticias,Las Estrellas,22:30,Late Night,2,10,5.1,57.88,7.53,1.68,0.75,25.8,28.5,45.7
23,2024-06-03,Q2,Me Caigo de Risa,Comedia,Las Estrellas,20:30,Prime Time,2,10,6.52,38.55,8.31,6.04,2.24,34.1,31.8,34.1
23,2024-06-03,Q2,Fútbol Total,Deportes,TUDN,21:00,Prime Time,2,10,5.49,34.36,7.35,5.85,2.07,38.5,36.8,24.7
23,2024-06-03,Q2,Diseñando Tu Amor,Telenovela,Las Estrellas,18:00,Vespertino,2,10,4.21,51.58,5.11,3.44,0.93,28.5,33.2,38.3
24,2024-06-10,Q2,La Rosa de Guadalupe,Drama,Las Estrellas,20:00,Prime Time,2,11,7.71,46.92,10.15,5.27,2.43,38.2,37.4,24.4
24,2024-06-10,Q2,Hoy,Magazine,Las Estrellas,09:00,Matutino,2,11,5.29,51.13,8.04,3.59,1.34,21.2,36.9,41.9
24,2024-06-10,Q2,Netas Divinas,Talk Show,Unicable,21:00,Prime Time,2,11,2.73,19.96,3.13,5.14,2.3,28.8,32.0,39.2
24,2024-06-10,Q2,Exatlón México,Reality,TUDN,19:30,Prime Time,2,11,7.69,42.29,10.61,6.04,2.27,34.0,39.1,26.9
24,2024-06-10,Q2,Vencer el Pasado,Telenovela,Las Estrellas,21:30,Prime Time,2,11,7.7,43.65,10.44,5.77,1.95,28.8,34.0,37.2
24,2024-06-10,Q2,Al Extremo,Entretenimiento,Las Estrellas,23:00,Late Night,2,11,2.06,43.7,2.74,1.1,0.58,34.7,34.1,31.2
24,2024-06-10,Q2,Noticieros Televisa,Noticias,Las Estrellas,22:30,Late Night,2,11,4.84,53.56,6.9,0.87,0.6,21.8,39.4,38.8
24,2024-06-10,Q2,Me Caigo de Risa,Comedia,Las Estrellas,20:30,Prime Time,2,11,6.24,40.13,8.33,6.02,1.91,40.0,35.1,24.9
24,2024-06-10,Q2,Fútbol Total,Deportes,TUDN,21:00,Prime Time,2,11,5.86,39.08,7.67,5.93,1.78,31.5,36.4,32.1
24,2024-06-10,Q2,Diseñando Tu Amor,Telenovela,Las Estrellas,18:00,Vespertino,2,11,4.33,49.09,6.07,2.89,1.37,29.4,34.8,35.8
25,2024-06-17,Q2,La Rosa de Guadalupe,Drama,Las Estrellas,20:00,Prime Time,2,12,8.43,46.79,11.43,6.02,2.11,23.6,33.8,42.6
25,2024-06-17,Q2,Hoy,Magazine,Las Estrellas,09:00,Matutino,2,12,5.23,50.88,6.8,2.64,1.75,39.4,32.1,28.5
25,2024-06-17,Q2,Netas Divinas,Talk Show,Unicable,21:00,Prime Time,2,12,3.11,24.75,3.91,6.16,2.04,26.7,35.1,38.2
25,2024-06-17,Q2,Exatlón México,Reality,TUDN,19:30,Prime Time,2,12,7.01,42.55,9.58,5.47,2.53,26.6,35.4,38.0
25,2024-06-17,Q2,Vencer el Pasado,Telenovela,Las Estrellas,21:30,Prime Time,2,12,7.12,41.7,9.87,5.97,2.06,33.3,31.0,35.7
25,2024-06-17,Q2,Al Extremo,Entretenimiento,Las Estrellas,23:00,Late Night,2,12,2.01,36.33,2.65,1.89,1.24,29.1,29.7,41.2
25,2024-06-17,Q2,Noticieros Televisa,Noticias,Las Estrellas,22:30,Late Night,2,12,4.85,63.27,6.51,2.53,0.64,22.3,36.6,41.1
25,2024-06-17,Q2,Me Caigo de Risa,Comedia,Las Estrellas,20:30,Prime Time,2,12,6.45,37.74,8.49,6.03,2.43,33.2,33.1,33.7
25,2024-06-17,Q2,Fútbol Total,Deportes,TUDN,21:00,Prime Time,2,12,5.72,37.1,7.49,5.39,1.97,21.1,32.8,46.1
25,2024-06-17,Q2,Diseñando Tu Amor,Telenovela,Las Estrellas,18:00,Vespertino,2,12,4.04,47.21,5.15,2.89,0.79,32.5,36.4,31.1
26,2024-06-24,Q2,La Rosa de Guadalupe,Drama,Las Estrellas,20:00,Prime Time,2,13,8.09,44.19,10.12,5.95,2.35,25.3,27.0,47.7
26,2024-06-24,Q2,Hoy,Magazine,Las Estrellas,09:00,Matutino,2,13,4.86,43.8,6.73,2.92,1.39,28.8,35.5,35.7
26,2024-06-24,Q2,Netas Divinas,Talk Show,Unicable,21:00,Prime Time,2,13,3.48,26.13,4.91,5.43,2.13,20.6,34.5,44.9
26,2024-06-24,Q2,Exatlón México,Reality,TUDN,19:30,Prime Time,2,13,6.21,38.92,8.02,5.51,2.35,34.2,29.7,36.1
26,2024-06-24,Q2,Vencer el Pasado,Telenovela,Las Estrellas,21:30,Prime Time,2,13,7.44,42.41,9.61,5.67,2.34,31.0,26.4,42.6
26,2024-06-24,Q2,Al Extremo,Entretenimiento,Las Estrellas,23:00,Late Night,2,13,2.09,30.96,2.98,1.58,0.74,29.2,26.8,44.0
26,2024-06-24,Q2,Noticieros Televisa,Noticias,Las Estrellas,22:30,Late Night,2,13,4.82,58.47,6.79,1.88,0.64,30.0,35.7,34.3
26,2024-06-24,Q2,Me Caigo de Risa,Comedia,Las Estrellas,20:30,Prime Time,2,13,5.85,39.71,8.1,5.36,1.67,28.3,32.2,39.5
26,2024-06-24,Q2,Fútbol Total,Deportes,TUDN,21:00,Prime Time,2,13,5.96,35.05,8.04,6.14,2.12,24.9,33.3,41.8
26,2024-06-24,Q2,Diseñando Tu Amor,Telenovela,Las Estrellas,18:00,Vespertino,2,13,4.38,46.9,5.8,2.91,1.16,23.8,34.0,42.2
27,2024-07-01,Q3,La Rosa de Guadalupe,Drama,Las Estrellas,20:00,Prime Time,3,1,7.79,43.07,10.45,5.5,2.21,37.3,29.1,33.6
27,2024-07-01,Q3,Hoy,Magazine,Las Estrellas,09:00,Matutino,3,1,4.96,47.81,6.69,3.63,1.49,26.8,36.8,36.4
27,2024-07-01,Q3,Netas Divinas,Talk Show,Unicable,21:00,Prime Time,3,1,3.48,25.42,5.25,6.02,2.1,36.4,29.2,34.4
27,2024-07-01,Q3,Exatlón México,Reality,TUDN,19:30,Prime Time,3,1,6.58,41.52,8.76,5.56,2.06,36.7,33.7,29.6
27,2024-07-01,Q3,Vencer el Pasado,Telenovela,Las Estrellas,21:30,Prime Time,3,1,7.51,42.73,10.11,5.99,2.11,37.3,31.7,31.0
27,2024-07-01,Q3,Al Extremo,Entretenimiento,Las Estrellas,23:00,Late Night,3,1,1.56,33.98,2.05,1.02,0.92,26.9,33.3,39.8
27,2024-07-01,Q3,Noticieros Televisa,Noticias,Las Estrellas,22:30,Late Night,3,1,5.49,57.19,7.33,2.1,0.83,29.1,29.8,41.1
27,2024-07-01,Q3,Me Caigo de Risa,Comedia,Las Estrellas,20:30,Prime Time,3,1,5.84,38.09,7.76,5.64,2.13,39.6,28.6,31.8
27,2024-07-01,Q3,Fútbol Total,Deportes,TUDN,21:00,Prime Time,3,1,5.9,37.58,8.14,6.28,2.29,24.7,36.6,38.7
27,2024-07-01,Q3,Diseñando Tu Amor,Telenovela,Las Estrellas,18:00,Vespertino,3,1,3.74,53.71,5.42,2.25,1.06,26.4,32.1,41.5
28,2024-07-08,Q3,La Rosa de Guadalupe,Drama,Las Estrellas,20:00,Prime Time,3,2,8.07,47.56,11.11,6.1,1.98,27.7,35.0,37.3
28,2024-07-08,Q3,Hoy,Magazine,Las Estrellas,09:00,Matutino,3,2,4.18,44.91,5.8,2.61,1.44,29.9,25.6,44.5
28,2024-07-08,Q3,Netas Divinas,Talk Show,Unicable,21:00,Prime Time,3,2,3.49,25.7,4.76,5.41,2.34,37.4,38.1,24.5
28,2024-07-08,Q3,Exatlón México,Reality,TUDN,19:30,Prime Time,3,2,6.94,41.49,9.0,5.62,1.92,22.0,38.7,39.3
28,2024-07-08,Q3,Vencer el Pasado,Telenovela,Las Estrellas,21:30,Prime Time,3,2,7.05,39.82,8.97,5.15,2.39,34.4,31.1,34.5
28,2024-07-08,Q3,Al Extremo,Entretenimiento,Las Estrellas,23:00,Late Night,3,2,1.98,38.48,3.09,1.26,1.17,21.5,36.7,41.8
28,2024-07-08,Q3,Noticieros Televisa,Noticias,Las Estrellas,22:30,Late Night,3,2,5.24,61.68,7.94,1.26,0.95,26.8,35.4,37.8
28,2024-07-08,Q3,Me Caigo de Risa,Comedia,Las Estrellas,20:30,Prime Time,3,2,6.03,36.59,8.77,5.81,1.95,37.0,37.8,25.2
28,2024-07-08,Q3,Fútbol Total,Deportes,TUDN,21:00,Prime Time,3,2,5.99,38.77,8.89,5.85,2.03,39.1,34.4,26.5
28,2024-07-08,Q3,Diseñando Tu Amor,Telenovela,Las Estrellas,18:00,Vespertino,3,2,4.47,53.88,5.65,3.28,0.97,37.4,25.5,37.1
29,2024-07-15,Q3,La Rosa de Guadalupe,Drama,Las Estrellas,20:00,Prime Time,3,3,7.66,43.21,10.82,6.09,2.3,24.7,35.3,40.0
29,2024-07-15,Q3,Hoy,Magazine,Las Estrellas,09:00,Matutino,3,3,5.02,51.7,7.38,3.07,1.35,39.9,36.2,23.9
29,2024-07-15,Q3,Netas Divinas,Talk Show,Unicable,21:00,Prime Time,3,3,3.89,27.85,5.43,6.67,1.97,39.6,36.4,24.0
29,2024-07-15,Q3,Exatlón México,Reality,TUDN,19:30,Prime Time,3,3,6.89,41.21,9.41,6.41,2.2,28.9,35.4,35.7
29,2024-07-15,Q3,Vencer el Pasado,Telenovela,Las Estrellas,21:30,Prime Time,3,3,7.26,41.26,9.66,5.46,1.89,20.9,36.9,42.2
29,2024-07-15,Q3,Al Extremo,Entretenimiento,Las Estrellas,23:00,Late Night,3,3,1.57,25.75,1.68,1.41,0.74,27.2,31.5,41.3
29,2024-07-15,Q3,Noticieros Televisa,Noticias,Las Estrellas,22:30,Late Night,3,3,4.86,55.43,6.91,1.27,0.77,30.6,33.5,35.9
29,2024-07-15,Q3,Me Caigo de Risa,Comedia,Las Estrellas,20:30,Prime Time,3,3,6.01,38.32,8.76,6.0,2.25,23.4,26.2,50.4
29,2024-07-15,Q3,Fútbol Total,Deportes,TUDN,21:00,Prime Time,3,3,6.06,36.85,8.25,5.28,2.18,32.4,28.6,39.0
29,2024-07-15,Q3,Diseñando Tu Amor,Telenovela,Las Estrellas,18:00,Vespertino,3,3,3.98,48.44,5.61,3.3,1.1,24.6,34.6,40.8
30,2024-07-22,Q3,La Rosa de Guadalupe,Drama,Las Estrellas,20:00,Prime Time,3,4,8.53,44.47,11.61,6.84,2.21,25.1,25.1,49.8
30,2024-07-22,Q3,Hoy,Magazine,Las Estrellas,09:00,Matutino,3,4,4.72,44.97,6.52,3.72,1.53,38.0,35.2,26.8
30,2024-07-22,Q3,Netas Divinas,Talk Show,Unicable,21:00,Prime Time,3,4,3.26,26.19,4.32,5.46,1.98,21.5,39.2,39.3
30,2024-07-22,Q3,Exatlón México,Reality,TUDN,19:30,Prime Time,3,4,7.17,40.27,9.84,5.32,2.19,32.8,31.4,35.8
30,2024-07-22,Q3,Vencer el Pasado,Telenovela,Las Estrellas,21:30,Prime Time,3,4,7.87,45.32,10.57,5.81,1.94,29.1,29.5,41.4
30,2024-07-22,Q3,Al Extremo,Entretenimiento,Las Estrellas,23:00,Late Night,3,4,2.36,40.69,3.35,1.15,0.71,37.1,26.6,36.3
30,2024-07-22,Q3,Noticieros Televisa,Noticias,Las Estrellas,22:30,Late Night,3,4,5.26,61.35,7.79,1.34,0.84,31.4,33.6,35.0
30,2024-07-22,Q3,Me Caigo de Risa,Comedia,Las Estrellas,20:30,Prime Time,3,4,6.56,41.91,8.15,5.19,2.35,20.4,37.5,42.1
30,2024-07-22,Q3,Fútbol Total,Deportes,TUDN,21:00,Prime Time,3,4,5.7,33.97,7.47,5.87,2.41,25.5,33.5,41.0
30,2024-07-22,Q3,Diseñando Tu Amor,Telenovela,Las Estrellas,18:00,Vespertino,3,4,4.78,46.36,6.94,3.21,1.22,38.2,36.2,25.6
31,2024-07-29,Q3,La Rosa de Guadalupe,Drama,Las Estrellas,20:00,Prime Time,3,5,8.68,47.68,11.39,5.8,2.07,35.5,28.5,36.0
31,2024-07-29,Q3,Hoy,Magazine,Las Estrellas,09:00,Matutino,3,5,5.12,47.11,7.29,3.24,1.7,24.4,27.9,47.7
31,2024-07-29,Q3,Netas Divinas,Talk Show,Unicable,21:00,Prime Time,3,5,3.16,24.57,3.98,5.05,2.08,33.6,35.8,30.6
31,2024-07-29,Q3,Exatlón México,Reality,TUDN,19:30,Prime Time,3,5,6.56,38.33,9.11,5.39,2.47,32.6,38.6,28.8
31,2024-07-29,Q3,Vencer el Pasado,Telenovela,Las Estrellas,21:30,Prime Time,3,5,7.45,42.47,9.97,5.42,2.03,26.2,31.6,42.2
31,2024-07-29,Q3,Al Extremo,Entretenimiento,Las Estrellas,23:00,Late Night,3,5,2.49,35.92,3.98,1.3,0.58,34.6,26.4,39.0
31,2024-07-29,Q3,Noticieros Televisa,Noticias,Las Estrellas,22:30,Late Night,3,5,5.09,66.05,7.0,1.44,0.71,26.5,31.2,42.3
31,2024-07-29,Q3,Me Caigo de Risa,Comedia,Las Estrellas,20:30,Prime Time,3,5,5.44,35.1,7.13,5.33,1.53,22.6,33.1,44.3
31,2024-07-29,Q3,Fútbol Total,Deportes,TUDN,21:00,Prime Time,3,5,5.86,35.42,8.58,5.62,1.98,30.6,38.7,30.7
31,2024-07-29,Q3,Diseñando Tu Amor,Telenovela,Las Estrellas,18:00,Vespertino,3,5,4.31,51.86,5.94,3.11,1.35,25.1,37.4,37.5
32,2024-08-05,Q3,La Rosa de Guadalupe,Drama,Las Estrellas,20:00,Prime Time,3,6,8.42,46.47,11.02,5.47,2.05,39.3,29.4,31.3
32,2024-08-05,Q3,Hoy,Magazine,Las Estrellas,09:00,Matutino,3,6,5.37,47.83,6.93,3.8,1.35,36.1,32.0,31.9
32,2024-08-05,Q3,Netas Divinas,Talk Show,Unicable,21:00,Prime Time,3,6,3.29,25.87,3.47,6.15,2.25,22.8,39.5,37.7
32,2024-08-05,Q3,Exatlón México,Reality,TUDN,19:30,Prime Time,3,6,6.93,41.34,9.56,5.17,1.99,39.3,37.1,23.6
32,2024-08-05,Q3,Vencer el Pasado,Telenovela,Las Estrellas,21:30,Prime Time,3,6,7.76,45.83,10.59,5.26,2.19,21.8,30.9,47.3
32,2024-08-05,Q3,Al Extremo,Entretenimiento,Las Estrellas,23:00,Late Night,3,6,2.15,44.4,3.37,1.21,0.64,30.7,31.8,37.5
32,2024-08-05,Q3,Noticieros Televisa,Noticias,Las Estrellas,22:30,Late Night,3,6,5.11,55.64,6.49,1.52,0.89,31.7,37.3,31.0
32,2024-08-05,Q3,Me Caigo de Risa,Comedia,Las Estrellas,20:30,Prime Time,3,6,6.5,39.66,8.63,5.47,2.12,22.2,28.5,49.3
32,2024-08-05,Q3,Fútbol Total,Deportes,TUDN,21:00,Prime Time,3,6,5.2,38.41,7.19,6.16,1.63,32.4,39.1,28.5
32,2024-08-05,Q3,Diseñando Tu Amor,Telenovela,Las Estrellas,18:00,Vespertino,3,6,4.13,46.2,6.4,2.81,0.95,38.3,28.3,33.4
33,2024-08-12,Q3,La Rosa de Guadalupe,Drama,Las Estrellas,20:00,Prime Time,3,7,7.88,42.9,10.38,5.48,2.0,32.7,32.0,35.3
33,2024-08-12,Q3,Hoy,Magazine,Las Estrellas,09:00,Matutino,3,7,4.98,47.7,7.37,3.33,1.35,33.0,26.8,40.2
33,2024-08-12,Q3,Netas Divinas,Talk Show,Unicable,21:00,Prime Time,3,7,3.2,26.19,4.67,5.77,2.06,38.9,29.6,31.5
33,2024-08-12,Q3,Exatlón México,Reality,TUDN,19:30,Prime Time,3,7,7.98,44.51,10.47,5.63,2.33,22.3,28.5,49.2
33,2024-08-12,Q3,Vencer el Pasado,Telenovela,Las Estrellas,21:30,Prime Time,3,7,7.1,43.88,9.95,5.53,2.47,27.8,30.6,41.6
33,2024-08-12,Q3,Al Extremo,Entretenimiento,Las Estrellas,23:00,Late Night,3,7,2.49,43.18,3.87,1.53,0.97,31.7,35.9,32.4
33,2024-08-12,Q3,Noticieros Televisa,Noticias,Las Estrellas,22:30,Late Night,3,7,5.2,62.83,6.76,1.91,0.73,33.1,37.5,29.4
33,2024-08-12,Q3,Me Caigo de Risa,Comedia,Las Estrellas,20:30,Prime Time,3,7,6.17,39.83,8.5,6.63,1.89,38.8,29.2,32.0
33,2024-08-12,Q3,Fútbol Total,Deportes,TUDN,21:00,Prime Time,3,7,5.89,35.92,7.92,5.98,1.89,24.3,31.7,44.0
33,2024-08-12,Q3,Diseñando Tu Amor,Telenovela,Las Estrellas,18:00,Vespertino,3,7,4.29,49.33,6.19,3.27,1.62,37.1,26.5,36.4
34,2024-08-19,Q3,La Rosa de Guadalupe,Drama,Las Estrellas,20:00,Prime Time,3,8,8.64,46.44,11.74,5.66,2.17,30.9,39.7,29.4
34,2024-08-19,Q3,Hoy,Magazine,Las Estrellas,09:00,Matutino,3,8,5.18,48.57,7.52,2.8,1.63,21.2,29.1,49.7
34,2024-08-19,Q3,Netas Divinas,Talk Show,Unicable,21:00,Prime Time,3,8,3.68,27.42,4.12,5.56,2.36,39.0,37.4,23.6
34,2024-08-19,Q3,Exatlón México,Reality,TUDN,19:30,Prime Time,3,8,6.57,41.4,8.67,6.14,2.21,33.3,34.6,32.1
34,2024-08-19,Q3,Vencer el Pasado,Telenovela,Las Estrellas,21:30,Prime Time,3,8,6.99,42.09,9.28,5.43,2.42,21.0,30.0,49.0
34,2024-08-19,Q3,Al Extremo,Entretenimiento,Las Estrellas,23:00,Late Night,3,8,1.93,31.96,3.21,1.9,0.71,35.7,28.1,36.2
34,2024-08-19,Q3,Noticieros Televisa,Noticias,Las Estrellas,22:30,Late Night,3,8,4.86,58.22,6.2,1.63,0.56,31.7,37.2,31.1
34,2024-08-19,Q3,Me Caigo de Risa,Comedia,Las Estrellas,20:30,Prime Time,3,8,6.26,39.55,8.53,5.91,2.05,26.6,27.2,46.2
34,2024-08-19,Q3,Fútbol Total,Deportes,TUDN,21:00,Prime Time,3,8,5.69,37.31,8.03,5.26,2.13,25.5,39.8,34.7
34,2024-08-19,Q3,Diseñando Tu Amor,Telenovela,Las Estrellas,18:00,Vespertino,3,8,4.74,54.23,6.13,3.01,1.14,30.8,37.0,32.2
35,2024-08-26,Q3,La Rosa de Guadalupe,Drama,Las Estrellas,20:00,Prime Time,3,9,8.03,44.43,11.09,6.24,2.18,33.2,25.4,41.4
35,2024-08-26,Q3,Hoy,Magazine,Las Estrellas,09:00,Matutino,3,9,4.85,45.81,7.31,3.15,1.21,27.2,36.8,36.0
35,2024-08-26,Q3,Netas Divinas,Talk Show,Unicable,21:00,Prime Time,3,9,3.85,28.33,4.33,6.14,1.99,20.3,29.0,50.7
35,2024-08-26,Q3,Exatlón México,Reality,TUDN,19:30,Prime Time,3,9,6.54,39.62,8.91,6.08,2.01,34.8,32.9,32.3
